,values,task,feature,category
57402,14.0859375,vac,mfcc3V_sma3nz_amean,spectral
57403,8.161133,vac,mfcc3V_sma3nz_amean,spectral
57404,7.9890666,vac,mfcc3V_sma3nz_amean,spectral
57405,8.753685,vac,mfcc3V_sma3nz_amean,spectral
57406,8.744313,vac,mfcc3V_sma3nz_amean,spectral
57407,10.985934,vac,mfcc3V_sma3nz_amean,spectral
57408,8.446818,vac,mfcc3V_sma3nz_amean,spectral
57409,4.5042973,vac,mfcc3V_sma3nz_amean,spectral
57410,6.6518526,vac,mfcc3V_sma3nz_amean,spectral
57411,18.78037,vac,mfcc3V_sma3nz_amean,spectral
57412,10.579708,vac,mfcc3V_sma3nz_amean,spectral
57413,7.1489105,vac,mfcc3V_sma3nz_amean,spectral
57414,1.4819962,vac,mfcc3V_sma3nz_amean,spectral
57415,-4.4104056,vac,mfcc3V_sma3nz_amean,spectral
57416,-5.053935,vac,mfcc3V_sma3nz_amean,spectral
57417,6.0330253,vac,mfcc3V_sma3nz_amean,spectral
57418,8.639205,vac,mfcc3V_sma3nz_amean,spectral
57419,13.4748535,vac,mfcc3V_sma3nz_amean,spectral
57420,10.069976,vac,mfcc3V_sma3nz_amean,spectral
57421,9.713583,vac,mfcc3V_sma3nz_amean,spectral
57422,13.327705,vac,mfcc3V_sma3nz_amean,spectral
57423,5.9631786,vac,mfcc3V_sma3nz_amean,spectral
57424,12.246257,vac,mfcc3V_sma3nz_amean,spectral
57425,10.28521,vac,mfcc3V_sma3nz_amean,spectral
57426,10.519317,vac,mfcc3V_sma3nz_amean,spectral
57427,11.57401,vac,mfcc3V_sma3nz_amean,spectral
57428,-2.231865,vac,mfcc3V_sma3nz_amean,spectral
57429,5.2848945,vac,mfcc3V_sma3nz_amean,spectral
57430,5.7710705,vac,mfcc3V_sma3nz_amean,spectral
57431,2.8779933,vac,mfcc3V_sma3nz_amean,spectral
57432,6.3087354,vac,mfcc3V_sma3nz_amean,spectral
57433,11.143118,vac,mfcc3V_sma3nz_amean,spectral
57434,7.579114,vac,mfcc3V_sma3nz_amean,spectral
57435,5.807041,vac,mfcc3V_sma3nz_amean,spectral
57436,10.090484,vac,mfcc3V_sma3nz_amean,spectral
57437,12.047857,vac,mfcc3V_sma3nz_amean,spectral
57438,10.636042,vac,mfcc3V_sma3nz_amean,spectral
57439,11.816801,vac,mfcc3V_sma3nz_amean,spectral
57440,10.634137,vac,mfcc3V_sma3nz_amean,spectral
57441,8.994943,vac,mfcc3V_sma3nz_amean,spectral
57442,4.8289456,vac,mfcc3V_sma3nz_amean,spectral
57443,9.369469,vac,mfcc3V_sma3nz_amean,spectral
57444,-0.16059534,vac,mfcc3V_sma3nz_amean,spectral
57445,10.901986,vac,mfcc3V_sma3nz_amean,spectral
57446,6.8502955,vac,mfcc3V_sma3nz_amean,spectral
57447,3.6563652,vac,mfcc3V_sma3nz_amean,spectral
57448,9.603555,vac,mfcc3V_sma3nz_amean,spectral
57449,16.629288,vac,mfcc3V_sma3nz_amean,spectral
57450,7.924644,vac,mfcc3V_sma3nz_amean,spectral
57451,12.921465,vac,mfcc3V_sma3nz_amean,spectral
57452,10.639595,vac,mfcc3V_sma3nz_amean,spectral
57453,12.579215,vac,mfcc3V_sma3nz_amean,spectral
57454,11.568018,vac,mfcc3V_sma3nz_amean,spectral
57455,7.1113954,vac,mfcc3V_sma3nz_amean,spectral
57456,9.136552,vac,mfcc3V_sma3nz_amean,spectral
57457,17.664394,vac,mfcc3V_sma3nz_amean,spectral
57458,13.47507,vac,mfcc3V_sma3nz_amean,spectral
57459,13.525219,vac,mfcc3V_sma3nz_amean,spectral
57460,3.2414875,vac,mfcc3V_sma3nz_amean,spectral
57461,6.6821446,vac,mfcc3V_sma3nz_amean,spectral
57462,5.497712,vac,mfcc3V_sma3nz_amean,spectral
57463,7.2579966,vac,mfcc3V_sma3nz_amean,spectral
57464,3.1888356,vac,mfcc3V_sma3nz_amean,spectral
57465,12.433037,vac,mfcc3V_sma3nz_amean,spectral
57466,5.5624294,vac,mfcc3V_sma3nz_amean,spectral
57467,2.778765,vac,mfcc3V_sma3nz_amean,spectral
57468,12.181688,vac,mfcc3V_sma3nz_amean,spectral
57469,5.6705313,vac,mfcc3V_sma3nz_amean,spectral
57470,8.325959,vac,mfcc3V_sma3nz_amean,spectral
57471,7.596746,vac,mfcc3V_sma3nz_amean,spectral
57472,8.651456,vac,mfcc3V_sma3nz_amean,spectral
57473,12.81498,vac,mfcc3V_sma3nz_amean,spectral
57474,7.6776137,vac,mfcc3V_sma3nz_amean,spectral
57475,14.410245,vac,mfcc3V_sma3nz_amean,spectral
57476,10.88947,vac,mfcc3V_sma3nz_amean,spectral
57477,13.106788,vac,mfcc3V_sma3nz_amean,spectral
57478,6.490145,vac,mfcc3V_sma3nz_amean,spectral
57479,15.690231,vac,mfcc3V_sma3nz_amean,spectral
57480,15.3024,vac,mfcc3V_sma3nz_amean,spectral
57481,15.963622,vac,mfcc3V_sma3nz_amean,spectral
57482,13.646404,vac,mfcc3V_sma3nz_amean,spectral
57483,3.4622195,vac,mfcc3V_sma3nz_amean,spectral
57484,11.6627245,vac,mfcc3V_sma3nz_amean,spectral
57485,12.140012,vac,mfcc3V_sma3nz_amean,spectral
57486,12.472047,vac,mfcc3V_sma3nz_amean,spectral
57487,17.99818,vac,mfcc3V_sma3nz_amean,spectral
57488,16.826864,vac,mfcc3V_sma3nz_amean,spectral
57489,24.416113,vac,mfcc3V_sma3nz_amean,spectral
57490,16.004244,vac,mfcc3V_sma3nz_amean,spectral
57491,16.385382,vac,mfcc3V_sma3nz_amean,spectral
57492,7.055217,vac,mfcc3V_sma3nz_amean,spectral
57493,1.6021084,vac,mfcc3V_sma3nz_amean,spectral
57494,10.973379,vac,mfcc3V_sma3nz_amean,spectral
57495,15.960845,vac,mfcc3V_sma3nz_amean,spectral
57496,13.522129,vac,mfcc3V_sma3nz_amean,spectral
57497,10.278876,vac,mfcc3V_sma3nz_amean,spectral
57498,7.807342,vac,mfcc3V_sma3nz_amean,spectral
57499,9.318386,vac,mfcc3V_sma3nz_amean,spectral
57500,10.612419,vac,mfcc3V_sma3nz_amean,spectral
57501,2.9299235,vac,mfcc3V_sma3nz_amean,spectral
57502,10.124809,vac,mfcc3V_sma3nz_amean,spectral
57503,18.401009,vac,mfcc3V_sma3nz_amean,spectral
57504,21.444643,vac,mfcc3V_sma3nz_amean,spectral
57505,10.649738,vac,mfcc3V_sma3nz_amean,spectral
57506,6.7603164,vac,mfcc3V_sma3nz_amean,spectral
57507,8.089117,vac,mfcc3V_sma3nz_amean,spectral
57508,15.613833,vac,mfcc3V_sma3nz_amean,spectral
57509,18.40843,vac,mfcc3V_sma3nz_amean,spectral
57510,12.541927,vac,mfcc3V_sma3nz_amean,spectral
57511,12.249883,vac,mfcc3V_sma3nz_amean,spectral
57512,5.1854773,vac,mfcc3V_sma3nz_amean,spectral
57513,17.320206,vac,mfcc3V_sma3nz_amean,spectral
57514,18.992779,vac,mfcc3V_sma3nz_amean,spectral
57515,3.6291447,vac,mfcc3V_sma3nz_amean,spectral
57516,4.6679487,vac,mfcc3V_sma3nz_amean,spectral
57517,19.995316,vac,mfcc3V_sma3nz_amean,spectral
57518,19.821377,vac,mfcc3V_sma3nz_amean,spectral
57519,1.2560377,vac,mfcc3V_sma3nz_stddevNorm,spectral
57520,0.9095207,vac,mfcc3V_sma3nz_stddevNorm,spectral
57521,0.6896027,vac,mfcc3V_sma3nz_stddevNorm,spectral
57522,1.0844569,vac,mfcc3V_sma3nz_stddevNorm,spectral
57523,0.7181178,vac,mfcc3V_sma3nz_stddevNorm,spectral
57524,2.2668004,vac,mfcc3V_sma3nz_stddevNorm,spectral
57525,0.6661237,vac,mfcc3V_sma3nz_stddevNorm,spectral
57526,0.8942891,vac,mfcc3V_sma3nz_stddevNorm,spectral
57527,1.2839013,vac,mfcc3V_sma3nz_stddevNorm,spectral
57528,0.8227786,vac,mfcc3V_sma3nz_stddevNorm,spectral
57529,1.1055073,vac,mfcc3V_sma3nz_stddevNorm,spectral
57530,1.0460361,vac,mfcc3V_sma3nz_stddevNorm,spectral
57531,0.74107975,vac,mfcc3V_sma3nz_stddevNorm,spectral
57532,1.0737987,vac,mfcc3V_sma3nz_stddevNorm,spectral
57533,0.98378694,vac,mfcc3V_sma3nz_stddevNorm,spectral
57534,3.1740074,vac,mfcc3V_sma3nz_stddevNorm,spectral
57535,2.6952791,vac,mfcc3V_sma3nz_stddevNorm,spectral
57536,1.5455617,vac,mfcc3V_sma3nz_stddevNorm,spectral
57537,0.87841654,vac,mfcc3V_sma3nz_stddevNorm,spectral
57538,1.5647539,vac,mfcc3V_sma3nz_stddevNorm,spectral
57539,2.4719152,vac,mfcc3V_sma3nz_stddevNorm,spectral
57540,1.8807484,vac,mfcc3V_sma3nz_stddevNorm,spectral
57541,0.75764316,vac,mfcc3V_sma3nz_stddevNorm,spectral
57542,2.4752014,vac,mfcc3V_sma3nz_stddevNorm,spectral
57543,0.9238758,vac,mfcc3V_sma3nz_stddevNorm,spectral
57544,1.0174216,vac,mfcc3V_sma3nz_stddevNorm,spectral
57545,4.852803,vac,mfcc3V_sma3nz_stddevNorm,spectral
57546,1.5448914,vac,mfcc3V_sma3nz_stddevNorm,spectral
57547,0.90149796,vac,mfcc3V_sma3nz_stddevNorm,spectral
57548,2.0566328,vac,mfcc3V_sma3nz_stddevNorm,spectral
57549,3.0473282,vac,mfcc3V_sma3nz_stddevNorm,spectral
57550,3.0023324,vac,mfcc3V_sma3nz_stddevNorm,spectral
57551,1.6658028,vac,mfcc3V_sma3nz_stddevNorm,spectral
57552,1.5437022,vac,mfcc3V_sma3nz_stddevNorm,spectral
57553,1.1934079,vac,mfcc3V_sma3nz_stddevNorm,spectral
57554,1.6936225,vac,mfcc3V_sma3nz_stddevNorm,spectral
57555,0.7721728,vac,mfcc3V_sma3nz_stddevNorm,spectral
57556,1.0238428,vac,mfcc3V_sma3nz_stddevNorm,spectral
57557,1.1396974,vac,mfcc3V_sma3nz_stddevNorm,spectral
57558,1.074698,vac,mfcc3V_sma3nz_stddevNorm,spectral
57559,1.8498802,vac,mfcc3V_sma3nz_stddevNorm,spectral
57560,1.4971578,vac,mfcc3V_sma3nz_stddevNorm,spectral
57561,1.1128622,vac,mfcc3V_sma3nz_stddevNorm,spectral
57562,1.524576,vac,mfcc3V_sma3nz_stddevNorm,spectral
57563,31.795555,vac,mfcc3V_sma3nz_stddevNorm,spectral
57564,0.7120874,vac,mfcc3V_sma3nz_stddevNorm,spectral
57565,0.69185466,vac,mfcc3V_sma3nz_stddevNorm,spectral
57566,0.97345537,vac,mfcc3V_sma3nz_stddevNorm,spectral
57567,1.2332039,vac,mfcc3V_sma3nz_stddevNorm,spectral
57568,9.915739,vac,mfcc3V_sma3nz_stddevNorm,spectral
57569,1.1982605,vac,mfcc3V_sma3nz_stddevNorm,spectral
57570,0.6242497,vac,mfcc3V_sma3nz_stddevNorm,spectral
57571,1.1671965,vac,mfcc3V_sma3nz_stddevNorm,spectral
57572,4.232278,vac,mfcc3V_sma3nz_stddevNorm,spectral
57573,1.2683861,vac,mfcc3V_sma3nz_stddevNorm,spectral
57574,1.1501027,vac,mfcc3V_sma3nz_stddevNorm,spectral
57575,0.9415598,vac,mfcc3V_sma3nz_stddevNorm,spectral
57576,1.0550247,vac,mfcc3V_sma3nz_stddevNorm,spectral
57577,1.2570213,vac,mfcc3V_sma3nz_stddevNorm,spectral
57578,1.5202436,vac,mfcc3V_sma3nz_stddevNorm,spectral
57579,2.3578124,vac,mfcc3V_sma3nz_stddevNorm,spectral
57580,1.7221835,vac,mfcc3V_sma3nz_stddevNorm,spectral
57581,1.710504,vac,mfcc3V_sma3nz_stddevNorm,spectral
57582,2.1686094,vac,mfcc3V_sma3nz_stddevNorm,spectral
57583,1.9456342,vac,mfcc3V_sma3nz_stddevNorm,spectral
57584,1.0416896,vac,mfcc3V_sma3nz_stddevNorm,spectral
57585,1.8970845,vac,mfcc3V_sma3nz_stddevNorm,spectral
57586,4.096053,vac,mfcc3V_sma3nz_stddevNorm,spectral
57587,1.3253692,vac,mfcc3V_sma3nz_stddevNorm,spectral
57588,3.1760705,vac,mfcc3V_sma3nz_stddevNorm,spectral
57589,1.1714989,vac,mfcc3V_sma3nz_stddevNorm,spectral
57590,1.5380627,vac,mfcc3V_sma3nz_stddevNorm,spectral
57591,1.3256309,vac,mfcc3V_sma3nz_stddevNorm,spectral
57592,1.7568269,vac,mfcc3V_sma3nz_stddevNorm,spectral
57593,1.4113227,vac,mfcc3V_sma3nz_stddevNorm,spectral
57594,1.0583396,vac,mfcc3V_sma3nz_stddevNorm,spectral
57595,1.6030455,vac,mfcc3V_sma3nz_stddevNorm,spectral
57596,3.0184186,vac,mfcc3V_sma3nz_stddevNorm,spectral
57597,0.9435508,vac,mfcc3V_sma3nz_stddevNorm,spectral
57598,1.5444541,vac,mfcc3V_sma3nz_stddevNorm,spectral
57599,1.3522422,vac,mfcc3V_sma3nz_stddevNorm,spectral
57600,2.1813316,vac,mfcc3V_sma3nz_stddevNorm,spectral
57601,1.6306224,vac,mfcc3V_sma3nz_stddevNorm,spectral
57602,2.0745966,vac,mfcc3V_sma3nz_stddevNorm,spectral
57603,8.789297,vac,mfcc3V_sma3nz_stddevNorm,spectral
57604,1.3522547,vac,mfcc3V_sma3nz_stddevNorm,spectral
57605,1.9175781,vac,mfcc3V_sma3nz_stddevNorm,spectral
57606,0.7669593,vac,mfcc3V_sma3nz_stddevNorm,spectral
57607,0.68288684,vac,mfcc3V_sma3nz_stddevNorm,spectral
57608,1.3605087,vac,mfcc3V_sma3nz_stddevNorm,spectral
57609,1.351755,vac,mfcc3V_sma3nz_stddevNorm,spectral
57610,1.2137026,vac,mfcc3V_sma3nz_stddevNorm,spectral
57611,1.2145253,vac,mfcc3V_sma3nz_stddevNorm,spectral
57612,3.372067,vac,mfcc3V_sma3nz_stddevNorm,spectral
57613,20.933104,vac,mfcc3V_sma3nz_stddevNorm,spectral
57614,2.0704172,vac,mfcc3V_sma3nz_stddevNorm,spectral
57615,1.3194252,vac,mfcc3V_sma3nz_stddevNorm,spectral
57616,0.869117,vac,mfcc3V_sma3nz_stddevNorm,spectral
57617,1.3760902,vac,mfcc3V_sma3nz_stddevNorm,spectral
57618,0.8696975,vac,mfcc3V_sma3nz_stddevNorm,spectral
57619,38.598125,vac,mfcc3V_sma3nz_stddevNorm,spectral
57620,1.3288105,vac,mfcc3V_sma3nz_stddevNorm,spectral
57621,2.6076605,vac,mfcc3V_sma3nz_stddevNorm,spectral
57622,0.87474173,vac,mfcc3V_sma3nz_stddevNorm,spectral
57623,1.0061177,vac,mfcc3V_sma3nz_stddevNorm,spectral
57624,0.9283198,vac,mfcc3V_sma3nz_stddevNorm,spectral
57625,-4.79133,vac,mfcc3V_sma3nz_stddevNorm,spectral
57626,2.0715566,vac,mfcc3V_sma3nz_stddevNorm,spectral
57627,1.6271701,vac,mfcc3V_sma3nz_stddevNorm,spectral
57628,1.2653402,vac,mfcc3V_sma3nz_stddevNorm,spectral
57629,1.869196,vac,mfcc3V_sma3nz_stddevNorm,spectral
57630,2.6325917,vac,mfcc3V_sma3nz_stddevNorm,spectral
57631,1.187758,vac,mfcc3V_sma3nz_stddevNorm,spectral
57632,0.9298903,vac,mfcc3V_sma3nz_stddevNorm,spectral
57633,0.9459736,vac,mfcc3V_sma3nz_stddevNorm,spectral
57634,1.8592702,vac,mfcc3V_sma3nz_stddevNorm,spectral
57635,1.469817,vac,mfcc3V_sma3nz_stddevNorm,spectral
57636,1.5939319,vac,mfcc3V_sma3nz_stddevNorm,spectral
57637,1.7099199,vac,mfcc3V_sma3nz_stddevNorm,spectral
57638,1.3476132,vac,mfcc3V_sma3nz_stddevNorm,spectral
57639,1.4718317,vac,mfcc3V_sma3nz_stddevNorm,spectral
57640,3.1658916,vac,mfcc3V_sma3nz_stddevNorm,spectral
57641,2.074474,vac,mfcc3V_sma3nz_stddevNorm,spectral
57642,0.7829791,vac,mfcc3V_sma3nz_stddevNorm,spectral
57643,1.3579401,vac,mfcc3V_sma3nz_stddevNorm,spectral
57644,1.812145,vac,mfcc3V_sma3nz_stddevNorm,spectral
57645,12.048868,vac,mfcc3V_sma3nz_stddevNorm,spectral
57646,-3.422532,vac,mfcc3V_sma3nz_stddevNorm,spectral
57647,-3.807308,vac,mfcc3V_sma3nz_stddevNorm,spectral
57648,2.6405373,vac,mfcc3V_sma3nz_stddevNorm,spectral
57649,1.5489911,vac,mfcc3V_sma3nz_stddevNorm,spectral
57650,1.0338732,vac,mfcc3V_sma3nz_stddevNorm,spectral
57651,1.4923464,vac,mfcc3V_sma3nz_stddevNorm,spectral
57652,1.3447104,vac,mfcc3V_sma3nz_stddevNorm,spectral
57653,1.0124669,vac,mfcc3V_sma3nz_stddevNorm,spectral
57654,2.3057745,vac,mfcc3V_sma3nz_stddevNorm,spectral
57655,1.157154,vac,mfcc3V_sma3nz_stddevNorm,spectral
57656,1.5589386,vac,mfcc3V_sma3nz_stddevNorm,spectral
57657,1.199731,vac,mfcc3V_sma3nz_stddevNorm,spectral
57658,1.380515,vac,mfcc3V_sma3nz_stddevNorm,spectral
57659,-8.526355,vac,mfcc3V_sma3nz_stddevNorm,spectral
57660,3.020017,vac,mfcc3V_sma3nz_stddevNorm,spectral
57661,2.4524958,vac,mfcc3V_sma3nz_stddevNorm,spectral
57662,4.982253,vac,mfcc3V_sma3nz_stddevNorm,spectral
57663,2.1180735,vac,mfcc3V_sma3nz_stddevNorm,spectral
57664,1.3390825,vac,mfcc3V_sma3nz_stddevNorm,spectral
57665,2.0590296,vac,mfcc3V_sma3nz_stddevNorm,spectral
57666,2.7512548,vac,mfcc3V_sma3nz_stddevNorm,spectral
57667,1.5906985,vac,mfcc3V_sma3nz_stddevNorm,spectral
57668,1.0354967,vac,mfcc3V_sma3nz_stddevNorm,spectral
57669,1.2865729,vac,mfcc3V_sma3nz_stddevNorm,spectral
57670,1.1291729,vac,mfcc3V_sma3nz_stddevNorm,spectral
57671,1.0312502,vac,mfcc3V_sma3nz_stddevNorm,spectral
57672,1.8594701,vac,mfcc3V_sma3nz_stddevNorm,spectral
57673,3.0466204,vac,mfcc3V_sma3nz_stddevNorm,spectral
57674,1.6106572,vac,mfcc3V_sma3nz_stddevNorm,spectral
57675,-93.66211,vac,mfcc3V_sma3nz_stddevNorm,spectral
57676,1.4760671,vac,mfcc3V_sma3nz_stddevNorm,spectral
57677,2.0825143,vac,mfcc3V_sma3nz_stddevNorm,spectral
57678,4.041241,vac,mfcc3V_sma3nz_stddevNorm,spectral
57679,1.5658231,vac,mfcc3V_sma3nz_stddevNorm,spectral
57680,0.7161326,vac,mfcc3V_sma3nz_stddevNorm,spectral
57681,1.8499267,vac,mfcc3V_sma3nz_stddevNorm,spectral
57682,1.1497022,vac,mfcc3V_sma3nz_stddevNorm,spectral
57683,1.4503802,vac,mfcc3V_sma3nz_stddevNorm,spectral
57684,1.0938001,vac,mfcc3V_sma3nz_stddevNorm,spectral
57685,1.229754,vac,mfcc3V_sma3nz_stddevNorm,spectral
57686,2.0105011,vac,mfcc3V_sma3nz_stddevNorm,spectral
57687,1.6511873,vac,mfcc3V_sma3nz_stddevNorm,spectral
57688,0.70997334,vac,mfcc3V_sma3nz_stddevNorm,spectral
57689,1.027408,vac,mfcc3V_sma3nz_stddevNorm,spectral
57690,1.235974,vac,mfcc3V_sma3nz_stddevNorm,spectral
57691,4.863043,vac,mfcc3V_sma3nz_stddevNorm,spectral
57692,1.9818958,vac,mfcc3V_sma3nz_stddevNorm,spectral
57693,2.8193834,vac,mfcc3V_sma3nz_stddevNorm,spectral
57694,2.2658942,vac,mfcc3V_sma3nz_stddevNorm,spectral
57695,4.125891,vac,mfcc3V_sma3nz_stddevNorm,spectral
57696,1.2472872,vac,mfcc3V_sma3nz_stddevNorm,spectral
57697,2.6917188,vac,mfcc3V_sma3nz_stddevNorm,spectral
57698,5.536039,vac,mfcc3V_sma3nz_stddevNorm,spectral
57699,1.0619234,vac,mfcc3V_sma3nz_stddevNorm,spectral
57700,2.22018,vac,mfcc3V_sma3nz_stddevNorm,spectral
57701,0.25459236,vac,mfcc3V_sma3nz_stddevNorm,spectral
57702,1.9248399,vac,mfcc3V_sma3nz_stddevNorm,spectral
57703,1.531674,vac,mfcc3V_sma3nz_stddevNorm,spectral
57704,1.0184705,vac,mfcc3V_sma3nz_stddevNorm,spectral
57705,1.9351238,vac,mfcc3V_sma3nz_stddevNorm,spectral
57706,0.9303049,vac,mfcc3V_sma3nz_stddevNorm,spectral
57707,1.1827375,vac,mfcc3V_sma3nz_stddevNorm,spectral
57708,0.9648929,vac,mfcc3V_sma3nz_stddevNorm,spectral
57709,2.342544,vac,mfcc3V_sma3nz_stddevNorm,spectral
57710,0.9804974,vac,mfcc3V_sma3nz_stddevNorm,spectral
57711,0.83168817,vac,mfcc3V_sma3nz_stddevNorm,spectral
57712,0.91083527,vac,mfcc3V_sma3nz_stddevNorm,spectral
57713,1.062812,vac,mfcc3V_sma3nz_stddevNorm,spectral
57714,3.4374008,vac,mfcc3V_sma3nz_stddevNorm,spectral
57715,1.0078874,vac,mfcc3V_sma3nz_stddevNorm,spectral
57716,1.0973265,vac,mfcc3V_sma3nz_stddevNorm,spectral
57717,1.004648,vac,mfcc3V_sma3nz_stddevNorm,spectral
57718,0.7664882,vac,mfcc3V_sma3nz_stddevNorm,spectral
57719,0.8277593,vac,mfcc3V_sma3nz_stddevNorm,spectral
57720,0.5972665,vac,mfcc3V_sma3nz_stddevNorm,spectral
57721,0.89138395,vac,mfcc3V_sma3nz_stddevNorm,spectral
57722,0.9586301,vac,mfcc3V_sma3nz_stddevNorm,spectral
57723,2.1844535,vac,mfcc3V_sma3nz_stddevNorm,spectral
57724,8.594119,vac,mfcc3V_sma3nz_stddevNorm,spectral
57725,1.5719595,vac,mfcc3V_sma3nz_stddevNorm,spectral
57726,0.7117071,vac,mfcc3V_sma3nz_stddevNorm,spectral
57727,0.8392519,vac,mfcc3V_sma3nz_stddevNorm,spectral
57728,1.4115036,vac,mfcc3V_sma3nz_stddevNorm,spectral
57729,1.7470148,vac,mfcc3V_sma3nz_stddevNorm,spectral
57730,1.3473264,vac,mfcc3V_sma3nz_stddevNorm,spectral
57731,1.3864365,vac,mfcc3V_sma3nz_stddevNorm,spectral
57732,5.251737,vac,mfcc3V_sma3nz_stddevNorm,spectral
57733,1.5193046,vac,mfcc3V_sma3nz_stddevNorm,spectral
57734,0.85687727,vac,mfcc3V_sma3nz_stddevNorm,spectral
57735,0.69146615,vac,mfcc3V_sma3nz_stddevNorm,spectral
57736,1.4060444,vac,mfcc3V_sma3nz_stddevNorm,spectral
57737,1.8892833,vac,mfcc3V_sma3nz_stddevNorm,spectral
57738,1.5875349,vac,mfcc3V_sma3nz_stddevNorm,spectral
57739,0.85957456,vac,mfcc3V_sma3nz_stddevNorm,spectral
57740,0.9369148,vac,mfcc3V_sma3nz_stddevNorm,spectral
57741,1.0188501,vac,mfcc3V_sma3nz_stddevNorm,spectral
57742,1.1526513,vac,mfcc3V_sma3nz_stddevNorm,spectral
57743,2.8331673,vac,mfcc3V_sma3nz_stddevNorm,spectral
57744,0.7727337,vac,mfcc3V_sma3nz_stddevNorm,spectral
57745,0.75323117,vac,mfcc3V_sma3nz_stddevNorm,spectral
57746,3.9971719,vac,mfcc3V_sma3nz_stddevNorm,spectral
57747,2.945182,vac,mfcc3V_sma3nz_stddevNorm,spectral
57748,0.6412969,vac,mfcc3V_sma3nz_stddevNorm,spectral
57749,0.6707415,vac,mfcc3V_sma3nz_stddevNorm,spectral
57750,-1.8957413,vac,mfcc4V_sma3nz_amean,spectral
57751,2.6832733,vac,mfcc4V_sma3nz_amean,spectral
57752,13.873062,vac,mfcc4V_sma3nz_amean,spectral
57753,-0.32050925,vac,mfcc4V_sma3nz_amean,spectral
57754,7.407286,vac,mfcc4V_sma3nz_amean,spectral
57755,-10.352154,vac,mfcc4V_sma3nz_amean,spectral
57756,8.390289,vac,mfcc4V_sma3nz_amean,spectral
57757,-0.86495095,vac,mfcc4V_sma3nz_amean,spectral
57758,2.3783767,vac,mfcc4V_sma3nz_amean,spectral
57759,-4.671125,vac,mfcc4V_sma3nz_amean,spectral
57760,4.949959,vac,mfcc4V_sma3nz_amean,spectral
57761,7.7440653,vac,mfcc4V_sma3nz_amean,spectral
57762,1.1902403,vac,mfcc4V_sma3nz_amean,spectral
57763,-3.2082787,vac,mfcc4V_sma3nz_amean,spectral
57764,-1.1860464,vac,mfcc4V_sma3nz_amean,spectral
57765,-6.989213,vac,mfcc4V_sma3nz_amean,spectral
57766,-5.1292934,vac,mfcc4V_sma3nz_amean,spectral
57767,-1.2527521,vac,mfcc4V_sma3nz_amean,spectral
57768,-11.176442,vac,mfcc4V_sma3nz_amean,spectral
57769,-9.27694,vac,mfcc4V_sma3nz_amean,spectral
57770,-1.2654501,vac,mfcc4V_sma3nz_amean,spectral
57771,-11.877545,vac,mfcc4V_sma3nz_amean,spectral
57772,0.74308014,vac,mfcc4V_sma3nz_amean,spectral
57773,-10.95503,vac,mfcc4V_sma3nz_amean,spectral
57774,3.9857767,vac,mfcc4V_sma3nz_amean,spectral
57775,3.1074426,vac,mfcc4V_sma3nz_amean,spectral
57776,-0.33823684,vac,mfcc4V_sma3nz_amean,spectral
57777,-6.1924534,vac,mfcc4V_sma3nz_amean,spectral
57778,-1.961619,vac,mfcc4V_sma3nz_amean,spectral
57779,-6.676951,vac,mfcc4V_sma3nz_amean,spectral
57780,9.62065,vac,mfcc4V_sma3nz_amean,spectral
57781,0.41270638,vac,mfcc4V_sma3nz_amean,spectral
57782,-7.942877,vac,mfcc4V_sma3nz_amean,spectral
57783,-6.8648505,vac,mfcc4V_sma3nz_amean,spectral
57784,1.2340356,vac,mfcc4V_sma3nz_amean,spectral
57785,3.17049,vac,mfcc4V_sma3nz_amean,spectral
57786,0.65562856,vac,mfcc4V_sma3nz_amean,spectral
57787,-8.126858,vac,mfcc4V_sma3nz_amean,spectral
57788,1.8315097,vac,mfcc4V_sma3nz_amean,spectral
57789,-3.1559348,vac,mfcc4V_sma3nz_amean,spectral
57790,-0.83728105,vac,mfcc4V_sma3nz_amean,spectral
57791,-8.520354,vac,mfcc4V_sma3nz_amean,spectral
57792,-0.7940886,vac,mfcc4V_sma3nz_amean,spectral
57793,-7.453679,vac,mfcc4V_sma3nz_amean,spectral
57794,-6.635548,vac,mfcc4V_sma3nz_amean,spectral
57795,1.5104592,vac,mfcc4V_sma3nz_amean,spectral
57796,3.5494773,vac,mfcc4V_sma3nz_amean,spectral
57797,-6.734721,vac,mfcc4V_sma3nz_amean,spectral
57798,3.9463782,vac,mfcc4V_sma3nz_amean,spectral
57799,-11.287688,vac,mfcc4V_sma3nz_amean,spectral
57800,-7.2986236,vac,mfcc4V_sma3nz_amean,spectral
57801,-1.7538656,vac,mfcc4V_sma3nz_amean,spectral
57802,-13.674493,vac,mfcc4V_sma3nz_amean,spectral
57803,-5.822415,vac,mfcc4V_sma3nz_amean,spectral
57804,6.3019605,vac,mfcc4V_sma3nz_amean,spectral
57805,-7.0595393,vac,mfcc4V_sma3nz_amean,spectral
57806,-3.3275704,vac,mfcc4V_sma3nz_amean,spectral
57807,-7.188802,vac,mfcc4V_sma3nz_amean,spectral
57808,-6.5739317,vac,mfcc4V_sma3nz_amean,spectral
57809,-5.267269,vac,mfcc4V_sma3nz_amean,spectral
57810,-7.5377836,vac,mfcc4V_sma3nz_amean,spectral
57811,-3.726897,vac,mfcc4V_sma3nz_amean,spectral
57812,-3.5424466,vac,mfcc4V_sma3nz_amean,spectral
